USERID,VPL,ID_vpl,DATESSUBMITTED,COMMENTS,GRADER,DATEGRADED,GRADE,MAILED,HIGHLIGHT,NEVALUATIONS,GROUPID,DATA_ENVIO,DATA_AVALIACAO,NOTA,CONTAGEM,NOME_ALUNO,ID_alunos,NAME,ATRASO,ENTREGA_NO_PRAZO
28,88,10011,1682558717,,0,1682560692,1.000.000,0,0,1,0,2023-04-27 01:25:17,2023-04-27 01:58:12,10.0,24,aluno 38,88,Questão 10,False,True
28,91,12823,1682735815,,0,1682735834,250.000,0,0,1,0,2023-04-29 02:36:55,2023-04-29 02:37:14,2.5,13,aluno 38,91,Questão 12,False,True
28,94,13863,1682886655,,0,1682886690,5.000.000,0,0,1,0,2023-04-30 20:30:55,2023-04-30 20:31:30,5.0,6,aluno 38,94,Questão 18,False,True
28,95,13820,1682883337,,0,1682883370,8.000.000,0,0,1,0,2023-04-30 19:35:37,2023-04-30 19:36:10,8.0,5,aluno 38,95,Questão 17,False,True
29,79,12444,1682715942,,0,1682716009,667.000,0,0,1,0,2023-04-28 21:05:42,2023-04-28 21:06:49,6.67,26,aluno 32,79,Questão 1,False,True
29,80,14944,1683141604,,0,1683141623,1.000.000,0,0,1,0,2023-05-03 19:20:04,2023-05-03 19:20:23,10.0,2,aluno 32,80,Questão 2,False,True
29,81,14961,1683142138,,0,1683142149,1.000.000,0,0,1,0,2023-05-03 19:28:58,2023-05-03 19:29:09,10.0,3,aluno 32,81,Questão 3,False,True
29,82,14972,1683142522,,0,1683142539,1.000.000,0,0,1,0,2023-05-03 19:35:22,2023-05-03 19:35:39,10.0,3,aluno 32,82,Questão 4,False,True
29,83,14981,1683143128,,0,1683143157,1.000.000,0,0,2,0,2023-05-03 19:45:28,2023-05-03 19:45:57,10.0,5,aluno 32,83,Questão 5,False,True
29,84,20866,1684437327,,0,1684437331,1.000.000,0,0,3,0,2023-05-18 19:15:27,2023-05-18 19:15:31,10.0,19,aluno 32,84,Questão 6,True,False
30,75,13967,1682899318,,0,1682899326,10.000.000,0,0,5,0,2023-05-01 00:01:58,2023-05-01 00:02:06,10.0,10,aluno 20,75,Questão 15,False,True
30,76,12642,1682726906,,0,1682726910,1.000.000,0,0,3,0,2023-04-29 00:08:26,2023-04-29 00:08:30,10.0,4,aluno 20,76,Questão 14,False,True
30,77,14959,1683142095,,0,1683142130,1.000.000,0,0,5,0,2023-05-03 19:28:15,2023-05-03 19:28:50,10.0,22,aluno 20,77,Questão 16,False,True
30,79,8824,1682356394,,0,1682356431,1.000.000,0,0,1,0,2023-04-24 17:13:14,2023-04-24 17:13:51,10.0,16,aluno 20,79,Questão 1,False,True
30,80,11598,1682699322,,0,1682699474,500.000,0,0,2,0,2023-04-28 16:28:42,2023-04-28 16:31:14,5.0,11,aluno 20,80,Questão 2,False,True
30,81,9130,1682357897,,0,1682357930,1.000.000,0,0,1,0,2023-04-24 17:38:17,2023-04-24 17:38:50,10.0,2,aluno 20,81,Questão 3,False,True
30,82,9272,1682358515,,0,1682358564,1.000.000,0,0,1,0,2023-04-24 17:48:35,2023-04-24 17:49:24,10.0,2,aluno 20,82,Questão 4,False,True
30,83,9333,1682358860,,0,1682358883,1.000.000,0,0,1,0,2023-04-24 17:54:20,2023-04-24 17:54:43,10.0,2,aluno 20,83,Questão 5,False,True
30,84,9885,1682553523,,0,1682553579,1.000.000,0,0,1,0,2023-04-26 23:58:43,2023-04-26 23:59:39,10.0,3,aluno 20,84,Questão 6,False,True
30,85,9919,1682555487,,0,1682555539,1.000.000,0,0,1,0,2023-04-27 00:31:27,2023-04-27 00:32:19,10.0,6,aluno 20,85,Questão 7,False,True
30,86,9943,1682556767,,0,1682556798,500.000,0,0,1,0,2023-04-27 00:52:47,2023-04-27 00:53:18,5.0,5,aluno 20,86,Questão 8,False,True
30,87,14915,1683140715,,0,1683140760,1.000.000,0,0,5,0,2023-05-03 19:05:15,2023-05-03 19:06:00,10.0,13,aluno 20,87,Questão 9,False,True
30,88,14924,1683140949,,0,1683140976,1.000.000,0,0,2,0,2023-05-03 19:09:09,2023-05-03 19:09:36,10.0,8,aluno 20,88,Questão 10,False,True
30,90,10700,1682640128,,0,1682640618,1.000.000,0,0,1,0,2023-04-28 00:02:08,2023-04-28 00:10:18,10.0,2,aluno 20,90,Questão 11,False,True
30,91,13994,1682900032,,0,1682900037,1.000.000,0,0,3,0,2023-05-01 00:13:52,2023-05-01 00:13:57,10.0,6,aluno 20,91,Questão 12,False,True
30,94,14150,1682940974,,0,1682941004,5.000.000,0,0,2,0,2023-05-01 11:36:14,2023-05-01 11:36:44,5.0,5,aluno 20,94,Questão 18,False,True
30,95,14081,1682902378,,0,1682902383,10.000.000,0,0,2,0,2023-05-01 00:52:58,2023-05-01 00:53:03,10.0,3,aluno 20,95,Questão 17,False,True
31,79,16016,1683321024,,0,1683321067,667.000,0,0,1,0,2023-05-05 21:10:24,2023-05-05 21:11:07,6.67,11,aluno 33,79,Questão 1,False,True
31,81,20431,1684352447,,0,1684352541,1.000.000,0,0,1,0,2023-05-17 19:40:47,2023-05-17 19:42:21,10.0,11,aluno 33,81,Questão 3,True,False
31,82,20698,1684417314,,0,1684417500,1.000.000,0,0,1,0,2023-05-18 13:41:54,2023-05-18 13:45:00,10.0,16,aluno 33,82,Questão 4,True,False
31,83,21197,1684502349,,0,1684502379,1.000.000,0,0,3,0,2023-05-19 13:19:09,2023-05-19 13:19:39,10.0,12,aluno 33,83,Questão 5,True,False
31,84,22200,1684615406,,0,1684615426,1.000.000,0,0,2,0,2023-05-20 20:43:26,2023-05-20 20:43:46,10.0,16,aluno 33,84,Questão 6,True,False
31,85,22347,1684617478,,0,1684617483,1.000.000,0,0,1,0,2023-05-20 21:17:58,2023-05-20 21:18:03,10.0,10,aluno 33,85,Questão 7,True,False
31,86,23032,1684705718,,0,1684705723,1.000.000,0,0,1,0,2023-05-21 21:48:38,2023-05-21 21:48:43,10.0,15,aluno 33,86,Questão 8,True,False
31,87,23369,1684757300,,0,1684757356,1.000.000,0,0,2,0,2023-05-22 12:08:20,2023-05-22 12:09:16,10.0,11,aluno 33,87,Questão 9,True,False
31,88,23934,1684775279,,0,1684775316,1.000.000,0,0,1,0,2023-05-22 17:07:59,2023-05-22 17:08:36,10.0,3,aluno 33,88,Questão 10,True,False
31,90,24225,1684777439,,0,1684777468,1.000.000,0,0,1,0,2023-05-22 17:43:59,2023-05-22 17:44:28,10.0,8,aluno 33,90,Questão 11,True,False
31,91,25497,1685105399,,0,1685105735,250.000,0,0,1,0,2023-05-26 12:49:59,2023-05-26 12:55:35,2.5,13,aluno 33,91,Questão 12,True,False
31,95,26996,1685985982,,0,1685985985,10.000.000,0,0,2,0,2023-06-05 17:26:22,2023-06-05 17:26:25,10.0,3,aluno 33,95,Questão 17,True,False
34,75,12634,1682725154,,0,1682725163,10.000.000,0,0,2,0,2023-04-28 23:39:14,2023-04-28 23:39:23,10.0,9,aluno 13,75,Questão 15,False,True
34,76,12612,1682722685,,0,1682722689,1.000.000,0,0,2,0,2023-04-28 22:58:05,2023-04-28 22:58:09,10.0,4,aluno 13,76,Questão 14,False,True
34,77,12692,1682729493,,0,1682729497,1.000.000,0,0,3,0,2023-04-29 00:51:33,2023-04-29 00:51:37,10.0,17,aluno 13,77,Questão 16,False,True
34,79,8436,1682354901,,0,1682354937,1.000.000,0,0,1,0,2023-04-24 16:48:21,2023-04-24 16:48:57,10.0,5,aluno 13,79,Questão 1,False,True
34,80,8735,1682356060,,0,1682356063,500.000,0,0,3,0,2023-04-24 17:07:40,2023-04-24 17:07:43,5.0,5,aluno 13,80,Questão 2,False,True
34,81,8942,1682357001,,0,1682357032,1.000.000,0,0,3,0,2023-04-24 17:23:21,2023-04-24 17:23:52,10.0,4,aluno 13,81,Questão 3,False,True
34,82,9084,1682357681,,0,1682357718,1.000.000,0,0,1,0,2023-04-24 17:34:41,2023-04-24 17:35:18,10.0,2,aluno 13,82,Questão 4,False,True
34,83,9175,1682358126,,0,1682358169,1.000.000,0,0,1,0,2023-04-24 17:42:06,2023-04-24 17:42:49,10.0,2,aluno 13,83,Questão 5,False,True
34,84,9385,1682359080,,0,1682359099,1.000.000,0,0,1,0,2023-04-24 17:58:00,2023-04-24 17:58:19,10.0,3,aluno 13,84,Questão 6,False,True
34,85,9623,1682417871,,0,1682417876,1.000.000,0,0,2,0,2023-04-25 10:17:51,2023-04-25 10:17:56,10.0,16,aluno 13,85,Questão 7,False,True
34,86,9664,1682421340,,0,1682421368,1.000.000,0,0,1,0,2023-04-25 11:15:40,2023-04-25 11:16:08,10.0,8,aluno 13,86,Questão 8,False,True
34,87,12875,1682776286,,0,1682776332,1.000.000,0,0,11,0,2023-04-29 13:51:26,2023-04-29 13:52:12,10.0,31,aluno 13,87,Questão 9,False,True
34,88,9828,1682548533,,0,1682548551,1.000.000,0,0,2,0,2023-04-26 22:35:33,2023-04-26 22:35:51,10.0,4,aluno 13,88,Questão 10,False,True
34,90,12378,1682715651,,0,1682715656,1.000.000,0,0,3,0,2023-04-28 21:00:51,2023-04-28 21:00:56,10.0,22,aluno 13,90,Questão 11,False,True
34,91,12525,1682716398,,0,1682716404,1.000.000,0,0,2,0,2023-04-28 21:13:18,2023-04-28 21:13:24,10.0,31,aluno 13,91,Questão 12,False,True
34,94,12985,1682787306,,0,1682787328,10.000.000,0,0,1,0,2023-04-29 16:55:06,2023-04-29 16:55:28,10.0,54,aluno 13,94,Questão 18,False,True
34,95,12718,1682730502,,0,1682730528,10.000.000,0,0,1,0,2023-04-29 01:08:22,2023-04-29 01:08:48,10.0,1,aluno 13,95,Questão 17,False,True
35,75,12886,1682779495,,0,1682779499,10.000.000,0,0,2,0,2023-04-29 14:44:55,2023-04-29 14:44:59,10.0,2,aluno 11,75,Questão 15,False,True
35,76,12882,1682779168,,0,1682779172,1.000.000,0,0,2,0,2023-04-29 14:39:28,2023-04-29 14:39:32,10.0,6,aluno 11,76,Questão 14,False,True
35,77,12894,1682780493,,0,1682780497,1.000.000,0,0,4,0,2023-04-29 15:01:33,2023-04-29 15:01:37,10.0,7,aluno 11,77,Questão 16,False,True
35,79,8499,1682355186,,0,1682355189,1.000.000,0,0,5,0,2023-04-24 16:53:06,2023-04-24 16:53:09,10.0,5,aluno 11,79,Questão 1,False,True
35,80,9030,1682357364,,0,1682357367,1.000.000,0,0,4,0,2023-04-24 17:29:24,2023-04-24 17:29:27,10.0,7,aluno 11,80,Questão 2,False,True
35,81,8744,1682356105,,0,1682356118,1.000.000,0,0,2,0,2023-04-24 17:08:25,2023-04-24 17:08:38,10.0,5,aluno 11,81,Questão 3,False,True
35,82,8827,1682356404,,0,1682356418,1.000.000,0,0,1,0,2023-04-24 17:13:24,2023-04-24 17:13:38,10.0,2,aluno 11,82,Questão 4,False,True
35,83,8868,1682356656,,0,1682356660,1.000.000,0,0,3,0,2023-04-24 17:17:36,2023-04-24 17:17:40,10.0,2,aluno 11,83,Questão 5,False,True
35,84,9100,1682357734,,0,1682357751,1.000.000,0,0,1,0,2023-04-24 17:35:34,2023-04-24 17:35:51,10.0,3,aluno 11,84,Questão 6,False,True
35,85,9292,1682358607,,0,1682358633,1.000.000,0,0,1,0,2023-04-24 17:50:07,2023-04-24 17:50:33,10.0,10,aluno 11,85,Questão 7,False,True
35,86,9468,1682359416,,0,1682359476,1.000.000,0,0,2,0,2023-04-24 18:03:36,2023-04-24 18:04:36,10.0,8,aluno 11,86,Questão 8,False,True
35,87,9679,1682424589,,0,1682424628,1.000.000,0,0,2,0,2023-04-25 12:09:49,2023-04-25 12:10:28,10.0,12,aluno 11,87,Questão 9,False,True
35,88,10109,1682562743,,0,1682562747,1.000.000,0,0,4,0,2023-04-27 02:32:23,2023-04-27 02:32:27,10.0,4,aluno 11,88,Questão 10,False,True
35,90,10129,1682564173,,0,1682564176,1.000.000,0,0,2,0,2023-04-27 02:56:13,2023-04-27 02:56:16,10.0,14,aluno 11,90,Questão 11,False,True
35,91,10687,1682639782,,0,1682639785,1.000.000,0,0,6,0,2023-04-27 23:56:22,2023-04-27 23:56:25,10.0,13,aluno 11,91,Questão 12,False,True
35,94,12911,1682782462,,0,1682782475,10.000.000,0,0,2,0,2023-04-29 15:34:22,2023-04-29 15:34:35,10.0,8,aluno 11,94,Questão 18,False,True
35,95,12898,1682780988,,0,1682780991,10.000.000,0,0,4,0,2023-04-29 15:09:48,2023-04-29 15:09:51,10.0,3,aluno 11,95,Questão 17,False,True
36,75,11339,1682688770,,0,1682688774,10.000.000,0,0,4,0,2023-04-28 13:32:50,2023-04-28 13:32:54,10.0,4,aluno 12,75,Questão 15,False,True
36,77,11999,1682714034,,0,1682714037,1.000.000,0,0,5,0,2023-04-28 20:33:54,2023-04-28 20:33:57,10.0,8,aluno 12,77,Questão 16,False,True
36,79,8710,1682355993,,0,1682356000,1.000.000,0,0,3,0,2023-04-24 17:06:33,2023-04-24 17:06:40,10.0,19,aluno 12,79,Questão 1,False,True
36,80,8917,1682356870,,0,1682356974,500.000,0,0,2,0,2023-04-24 17:21:10,2023-04-24 17:22:54,5.0,9,aluno 12,80,Questão 2,False,True
36,81,9026,1682357356,,0,1682357359,1.000.000,0,0,1,0,2023-04-24 17:29:16,2023-04-24 17:29:19,10.0,3,aluno 12,81,Questão 3,False,True
36,82,9118,1682357859,,0,1682357874,1.000.000,0,0,1,0,2023-04-24 17:37:39,2023-04-24 17:37:54,10.0,4,aluno 12,82,Questão 4,False,True
36,83,9204,1682358215,,0,1682358227,1.000.000,0,0,1,0,2023-04-24 17:43:35,2023-04-24 17:43:47,10.0,3,aluno 12,83,Questão 5,False,True
36,84,9510,1682383474,,0,1682383834,1.000.000,0,0,1,0,2023-04-25 00:44:34,2023-04-25 00:50:34,10.0,14,aluno 12,84,Questão 6,False,True
36,85,9539,1682386904,,0,1682386908,1.000.000,0,0,2,0,2023-04-25 01:41:44,2023-04-25 01:41:48,10.0,7,aluno 12,85,Questão 7,False,True
36,86,9557,1682387946,,0,1682387964,1.000.000,0,0,2,0,2023-04-25 01:59:06,2023-04-25 01:59:24,10.0,5,aluno 12,86,Questão 8,False,True
36,87,9598,1682394530,,0,1682394534,1.000.000,0,0,8,0,2023-04-25 03:48:50,2023-04-25 03:48:54,10.0,24,aluno 12,87,Questão 9,False,True
36,88,10831,1682644456,,0,1682644462,1.000.000,0,0,2,0,2023-04-28 01:14:16,2023-04-28 01:14:22,10.0,6,aluno 12,88,Questão 10,False,True
36,90,10869,1682646565,,0,1682646569,1.000.000,0,0,2,0,2023-04-28 01:49:25,2023-04-28 01:49:29,10.0,4,aluno 12,90,Questão 11,False,True
36,91,10989,1682651400,,0,1682651403,1.000.000,0,0,7,0,2023-04-28 03:10:00,2023-04-28 03:10:03,10.0,27,aluno 12,91,Questão 12,False,True
36,95,12055,1682714302,,0,1682714306,10.000.000,0,0,3,0,2023-04-28 20:38:22,2023-04-28 20:38:26,10.0,3,aluno 12,95,Questão 17,False,True
37,75,14310,1682967496,,0,1682967501,8.750.000,0,0,6,0,2023-05-01 18:58:16,2023-05-01 18:58:21,8.75,9,aluno 34,75,Questão 15,False,True
37,76,14301,1682965693,,0,1682965746,1.000.000,0,0,7,0,2023-05-01 18:28:13,2023-05-01 18:29:06,10.0,18,aluno 34,76,Questão 14,False,True
37,77,14333,1682969652,,0,1682969656,714.000,0,0,1,0,2023-05-01 19:34:12,2023-05-01 19:34:16,7.14,29,aluno 34,77,Questão 16,False,True
37,79,8368,1682354492,,0,1682354504,1.000.000,0,0,2,0,2023-04-24 16:41:32,2023-04-24 16:41:44,10.0,3,aluno 34,79,Questão 1,False,True
37,80,8501,1682355201,,0,1682355243,1.000.000,0,0,2,0,2023-04-24 16:53:21,2023-04-24 16:54:03,10.0,6,aluno 34,80,Questão 2,False,True
37,81,8727,1682356040,,0,1682356052,1.000.000,0,0,3,0,2023-04-24 17:07:20,2023-04-24 17:07:32,10.0,5,aluno 34,81,Questão 3,False,True
37,82,8895,1682356771,,0,1682356793,1.000.000,0,0,1,0,2023-04-24 17:19:31,2023-04-24 17:19:53,10.0,6,aluno 34,82,Questão 4,False,True
37,83,8992,1682357246,,0,1682357257,1.000.000,0,0,2,0,2023-04-24 17:27:26,2023-04-24 17:27:37,10.0,4,aluno 34,83,Questão 5,False,True
37,84,9147,1682357976,,0,1682358001,1.000.000,0,0,1,0,2023-04-24 17:39:36,2023-04-24 17:40:01,10.0,6,aluno 34,84,Questão 6,False,True
37,85,12107,1682714520,,0,1682714562,1.000.000,0,0,7,0,2023-04-28 20:42:00,2023-04-28 20:42:42,10.0,76,aluno 34,85,Questão 7,False,True
37,86,12282,1682715229,,0,1682715232,1.000.000,0,0,6,0,2023-04-28 20:53:49,2023-04-28 20:53:52,10.0,35,aluno 34,86,Questão 8,False,True
37,87,13325,1682808163,,0,1682808167,667.000,0,0,9,0,2023-04-29 22:42:43,2023-04-29 22:42:47,6.67,38,aluno 34,87,Questão 9,False,True
37,88,13256,1682804518,,0,1682804522,1.000.000,0,0,4,0,2023-04-29 21:41:58,2023-04-29 21:42:02,10.0,8,aluno 34,88,Questão 10,False,True
37,90,13286,1682806249,,0,1682806295,1.000.000,0,0,1,0,2023-04-29 22:10:49,2023-04-29 22:11:35,10.0,15,aluno 34,90,Questão 11,False,True
37,91,13951,1682898537,,0,1682898541,750.000,0,0,2,0,2023-04-30 23:48:57,2023-04-30 23:49:01,7.5,8,aluno 34,91,Questão 12,False,True
37,94,15625,1683287029,,0,1683287033,7.500.000,0,0,8,0,2023-05-05 11:43:49,2023-05-05 11:43:53,7.5,37,aluno 34,94,Questão 18,False,True
37,95,14361,1682971471,,0,1682971516,8.000.000,0,0,2,0,2023-05-01 20:04:31,2023-05-01 20:05:16,8.0,5,aluno 34,95,Questão 17,False,True
38,75,13894,1682888899,,0,1682888915,10.000.000,0,0,1,0,2023-04-30 21:08:19,2023-04-30 21:08:35,10.0,4,aluno 18,75,Questão 15,False,True
38,76,14983,1683143252,,0,1683143256,0,0,0,3,0,2023-05-03 19:47:32,2023-05-03 19:47:36,0.0,12,aluno 18,76,Questão 14,False,True
38,77,13957,1682898940,,0,1682898996,0,0,0,3,0,2023-04-30 23:55:40,2023-04-30 23:56:36,0.0,28,aluno 18,77,Questão 16,False,True
38,79,8935,1682356964,,0,1682356984,1.000.000,0,0,2,0,2023-04-24 17:22:44,2023-04-24 17:23:04,10.0,18,aluno 18,79,Questão 1,False,True
38,80,9274,1682358530,,0,1682358542,1.000.000,0,0,2,0,2023-04-24 17:48:50,2023-04-24 17:49:02,10.0,14,aluno 18,80,Questão 2,False,True
38,81,9415,1682359218,,0,1682359231,1.000.000,0,0,1,0,2023-04-24 18:00:18,2023-04-24 18:00:31,10.0,5,aluno 18,81,Questão 3,False,True
38,82,9928,1682556384,,0,1682556408,1.000.000,0,0,1,0,2023-04-27 00:46:24,2023-04-27 00:46:48,10.0,2,aluno 18,82,Questão 4,False,True
38,83,9945,1682556818,,0,1682556843,1.000.000,0,0,1,0,2023-04-27 00:53:38,2023-04-27 00:54:03,10.0,2,aluno 18,83,Questão 5,False,True
38,84,11772,1682712898,,0,1682712915,1.000.000,0,0,4,0,2023-04-28 20:14:58,2023-04-28 20:15:15,10.0,17,aluno 18,84,Questão 6,False,True
38,85,12018,1682714147,,0,1682714185,1.000.000,0,0,1,0,2023-04-28 20:35:47,2023-04-28 20:36:25,10.0,17,aluno 18,85,Questão 7,False,True
38,86,12353,1682715516,,0,1682715524,1.000.000,0,0,4,0,2023-04-28 20:58:36,2023-04-28 20:58:44,10.0,9,aluno 18,86,Questão 8,False,True
38,87,15241,1683207489,,0,1683207494,1.000.000,0,0,5,0,2023-05-04 13:38:09,2023-05-04 13:38:14,10.0,23,aluno 18,87,Questão 9,False,True
38,88,13062,1682793181,,0,1682793201,1.000.000,0,0,1,0,2023-04-29 18:33:01,2023-04-29 18:33:21,10.0,12,aluno 18,88,Questão 10,False,True
38,90,13376,1682812255,,0,1682812296,1.000.000,0,0,2,0,2023-04-29 23:50:55,2023-04-29 23:51:36,10.0,29,aluno 18,90,Questão 11,False,True
38,91,13401,1682813582,,0,1682813602,750.000,0,0,1,0,2023-04-30 00:13:02,2023-04-30 00:13:22,7.5,6,aluno 18,91,Questão 12,False,True
38,95,13982,1682899826,,0,1682899830,10.000.000,0,0,2,0,2023-05-01 00:10:26,2023-05-01 00:10:30,10.0,6,aluno 18,95,Questão 17,False,True
39,75,11294,1682688049,,0,1682688065,10.000.000,0,0,2,0,2023-04-28 13:20:49,2023-04-28 13:21:05,10.0,3,aluno 17,75,Questão 15,False,True
39,76,11963,1682713903,,0,1682713908,1.000.000,0,0,5,0,2023-04-28 20:31:43,2023-04-28 20:31:48,10.0,14,aluno 17,76,Questão 14,False,True
39,77,11391,1682689588,,0,1682689602,1.000.000,0,0,3,0,2023-04-28 13:46:28,2023-04-28 13:46:42,10.0,17,aluno 17,77,Questão 16,False,True
39,79,9688,1682430994,,0,1682430999,1.000.000,0,0,1,0,2023-04-25 13:56:34,2023-04-25 13:56:39,10.0,2,aluno 17,79,Questão 1,False,True
39,80,9695,1682432167,,0,1682432213,1.000.000,0,0,1,0,2023-04-25 14:16:07,2023-04-25 14:16:53,10.0,6,aluno 17,80,Questão 2,False,True
39,81,9701,1682433339,,0,1682433349,1.000.000,0,0,2,0,2023-04-25 14:35:39,2023-04-25 14:35:49,10.0,5,aluno 17,81,Questão 3,False,True
39,82,9702,1682433526,,0,1682433553,1.000.000,0,0,1,0,2023-04-25 14:38:46,2023-04-25 14:39:13,10.0,1,aluno 17,82,Questão 4,False,True
39,83,9704,1682433812,,0,1682433818,1.000.000,0,0,1,0,2023-04-25 14:43:32,2023-04-25 14:43:38,10.0,2,aluno 17,83,Questão 5,False,True
39,84,9710,1682434246,,0,1682434250,1.000.000,0,0,2,0,2023-04-25 14:50:46,2023-04-25 14:50:50,10.0,5,aluno 17,84,Questão 6,False,True
39,85,9963,1682557258,,0,1682557285,1.000.000,0,0,3,0,2023-04-27 01:00:58,2023-04-27 01:01:25,10.0,11,aluno 17,85,Questão 7,False,True
39,86,10004,1682558428,,0,1682558432,1.000.000,0,0,6,0,2023-04-27 01:20:28,2023-04-27 01:20:32,10.0,9,aluno 17,86,Questão 8,False,True
39,87,10090,1682560788,"Por algum motivo o compilador não está interpretando corretamente os intervalos, ex. [0, 2.9],{2.9,4.9],{4.9,10]",0,1682560808,1.000.000,0,0,3,0,2023-04-27 01:59:48,2023-04-27 02:00:08,10.0,19,aluno 17,87,Questão 9,False,True
39,88,10098,1682561348,,0,1682561387,1.000.000,0,0,1,0,2023-04-27 02:09:08,2023-04-27 02:09:47,10.0,2,aluno 17,88,Questão 10,False,True
39,90,10106,1682562458,,0,1682562478,1.000.000,0,0,2,0,2023-04-27 02:27:38,2023-04-27 02:27:58,10.0,3,aluno 17,90,Questão 11,False,True
39,91,10141,1682564716,,0,1682564719,1.000.000,0,0,4,0,2023-04-27 03:05:16,2023-04-27 03:05:19,10.0,7,aluno 17,91,Questão 12,False,True
39,94,12308,1682715383,,0,1682715396,10.000.000,0,0,2,0,2023-04-28 20:56:23,2023-04-28 20:56:36,10.0,11,aluno 17,94,Questão 18,False,True
39,95,12032,1682714202,,0,1682714213,10.000.000,0,0,1,0,2023-04-28 20:36:42,2023-04-28 20:36:53,10.0,2,aluno 17,95,Questão 17,False,True
40,75,15795,1683293411,,0,1683293420,8.750.000,0,0,1,0,2023-05-05 13:30:11,2023-05-05 13:30:20,8.75,7,aluno 09,75,Questão 15,False,True
40,76,21363,1684527175,,0,1684527178,1.000.000,0,0,4,0,2023-05-19 20:12:55,2023-05-19 20:12:58,10.0,19,aluno 09,76,Questão 14,True,False
40,77,16379,1683513892,,0,1683513967,857.000,0,0,3,0,2023-05-08 02:44:52,2023-05-08 02:46:07,8.57,19,aluno 09,77,Questão 16,True,False
40,79,12338,1682715482,,0,1682715496,1.000.000,0,0,2,0,2023-04-28 20:58:02,2023-04-28 20:58:16,10.0,14,aluno 09,79,Questão 1,False,True
40,80,11900,1682713632,,0,1682713643,1.000.000,0,0,3,0,2023-04-28 20:27:12,2023-04-28 20:27:23,10.0,25,aluno 09,80,Questão 2,False,True
40,81,11584,1682698427,,0,1682713324,1.000.000,0,0,1,0,2023-04-28 16:13:47,2023-04-28 20:22:04,10.0,5,aluno 09,81,Questão 3,False,True
40,82,11637,1682700793,,0,1682715561,1.000.000,0,0,1,0,2023-04-28 16:53:13,2023-04-28 20:59:21,10.0,19,aluno 09,82,Questão 4,False,True
40,83,11763,1682712793,,0,1682715651,1.000.000,0,0,1,0,2023-04-28 20:13:13,2023-04-28 21:00:51,10.0,9,aluno 09,83,Questão 5,False,True
40,84,14341,1682970152,,0,1682970163,1.000.000,0,0,8,0,2023-05-01 19:42:32,2023-05-01 19:42:43,10.0,65,aluno 09,84,Questão 6,False,True
40,85,14402,1682974112,,0,1682974144,1.000.000,0,0,8,0,2023-05-01 20:48:32,2023-05-01 20:49:04,10.0,39,aluno 09,85,Questão 7,False,True
40,86,14066,1682902079,,0,1682902132,1.000.000,0,0,1,0,2023-05-01 00:47:59,2023-05-01 00:48:52,10.0,9,aluno 09,86,Questão 8,False,True
40,87,14413,1682974720,,0,1682974801,667.000,0,0,5,0,2023-05-01 20:58:40,2023-05-01 21:00:01,6.67,52,aluno 09,87,Questão 9,False,True
40,88,15940,1683318517,,0,1683318627,1.000.000,0,0,3,0,2023-05-05 20:28:37,2023-05-05 20:30:27,10.0,44,aluno 09,88,Questão 10,False,True
40,90,15758,1683291154,,0,1683291159,1.000.000,0,0,1,0,2023-05-05 12:52:34,2023-05-05 12:52:39,10.0,15,aluno 09,90,Questão 11,False,True
40,91,15973,1683319586,,0,1683319590,1.000.000,0,0,6,0,2023-05-05 20:46:26,2023-05-05 20:46:30,10.0,57,aluno 09,91,Questão 12,False,True
40,94,21578,1684529527,,0,1684529546,10.000.000,0,0,4,0,2023-05-19 20:52:07,2023-05-19 20:52:26,10.0,15,aluno 09,94,Questão 18,True,False
40,95,16371,1683512864,,0,1683512882,8.000.000,0,0,6,0,2023-05-08 02:27:44,2023-05-08 02:28:02,8.0,22,aluno 09,95,Questão 17,True,False
41,75,12089,1682714469,,0,1682714473,10.000.000,0,0,2,0,2023-04-28 20:41:09,2023-04-28 20:41:13,10.0,2,aluno 03,75,Questão 15,False,True
41,76,12002,1682714053,,0,1682714057,1.000.000,0,0,3,0,2023-04-28 20:34:13,2023-04-28 20:34:17,10.0,12,aluno 03,76,Questão 14,False,True
41,77,12451,1682715968,,0,1682715972,1.000.000,0,0,5,0,2023-04-28 21:06:08,2023-04-28 21:06:12,10.0,10,aluno 03,77,Questão 16,False,True
41,79,8279,1682345259,,0,1682345290,1.000.000,0,0,1,0,2023-04-24 14:07:39,2023-04-24 14:08:10,10.0,5,aluno 03,79,Questão 1,False,True
41,80,8381,1682354608,,0,1682354611,1.000.000,0,0,4,0,2023-04-24 16:43:28,2023-04-24 16:43:31,10.0,5,aluno 03,80,Questão 2,False,True
41,81,8494,1682355159,,0,1682355163,1.000.000,0,0,2,0,2023-04-24 16:52:39,2023-04-24 16:52:43,10.0,2,aluno 03,81,Questão 3,False,True
41,82,8701,1682355934,,0,1682355948,1.000.000,0,0,1,0,2023-04-24 17:05:34,2023-04-24 17:05:48,10.0,2,aluno 03,82,Questão 4,False,True
41,83,8823,1682356387,,0,1682356398,1.000.000,0,0,1,0,2023-04-24 17:13:07,2023-04-24 17:13:18,10.0,4,aluno 03,83,Questão 5,False,True
41,84,8985,1682357217,,0,1682357242,1.000.000,0,0,1,0,2023-04-24 17:26:57,2023-04-24 17:27:22,10.0,2,aluno 03,84,Questão 6,False,True
