USERID,VPL,ID_vpl,DATESSUBMITTED,COMMENTS,DATEGRADED,GRADE,DATA_ENVIO,DATA_AVALIACAO,NOTA,CONTAGEM,ID_alunos,NAME,ATRASO,ENTREGA_NO_PRAZO,NOME
44,110,22732,1684695211,,1684695251,1.000.000,2023-05-21 18:53:31,2023-05-21 18:54:11,10.0,5,110,Questão 8,False,True,Aluno 24
44,111,22766,1684696292,,1684696297,1.000.000,2023-05-21 19:11:32,2023-05-21 19:11:37,10.0,5,111,Questão 9,False,True,Aluno 24
45,103,23802,1684774547,,1684774558,0,2023-05-22 16:55:47,2023-05-22 16:55:58,0.0,16,103,Questão 1,False,True,Aluno 16
45,107,24072,1684776398,,1684776497,1.000.000,2023-05-22 17:26:38,2023-05-22 17:28:17,10.0,19,107,Questão 5,False,True,Aluno 16
45,108,24546,1684798469,,1684798474,0,2023-05-22 23:34:29,2023-05-22 23:34:34,0.0,25,108,Questão 6,False,True,Aluno 16
45,109,24625,1684802028,,1684802032,0,2023-05-23 00:33:48,2023-05-23 00:33:52,0.0,16,109,Questão 7,False,True,Aluno 16
45,110,24673,1684803641,,1684803644,1.000.000,2023-05-23 01:00:41,2023-05-23 01:00:44,10.0,2,110,Questão 8,False,True,Aluno 16
45,111,24682,1684804011,,1684804034,0,2023-05-23 01:06:51,2023-05-23 01:07:14,0.0,6,111,Questão 9,False,True,Aluno 16
46,103,20061,1684172422,,1684172438,1.000.000,2023-05-15 17:40:22,2023-05-15 17:40:38,10.0,22,103,Questão 1,False,True,Aluno 25
46,104,21935,1684598168,,1684598183,1.000.000,2023-05-20 15:56:08,2023-05-20 15:56:23,10.0,12,104,Questão 2,False,True,Aluno 25
46,105,21945,1684598854,,1684598873,1.000.000,2023-05-20 16:07:34,2023-05-20 16:07:53,10.0,6,105,Questão 3,False,True,Aluno 25
46,106,21948,1684599490,,1684599512,1.000.000,2023-05-20 16:18:10,2023-05-20 16:18:32,10.0,3,106,Questão 4,False,True,Aluno 25
46,107,21950,1684599829,,1684599869,1.000.000,2023-05-20 16:23:49,2023-05-20 16:24:29,10.0,2,107,Questão 5,False,True,Aluno 25
46,108,23726,1684774163,,1684774198,1.000.000,2023-05-22 16:49:23,2023-05-22 16:49:58,10.0,17,108,Questão 6,False,True,Aluno 25
46,109,22022,1684605771,,1684605776,1.000.000,2023-05-20 18:02:51,2023-05-20 18:02:56,10.0,3,109,Questão 7,False,True,Aluno 25
46,110,23776,1684774428,,1684774446,1.000.000,2023-05-22 16:53:48,2023-05-22 16:54:06,10.0,14,110,Questão 8,False,True,Aluno 25
46,111,22884,1684699915,,1684699920,1.000.000,2023-05-21 20:11:55,2023-05-21 20:12:00,10.0,15,111,Questão 9,False,True,Aluno 25
47,103,22149,1684614809,,1684614825,1.000.000,2023-05-20 20:33:29,2023-05-20 20:33:45,10.0,12,103,Questão 1,False,True,Aluno 36
47,104,22244,1684616054,,1684616070,1.000.000,2023-05-20 20:54:14,2023-05-20 20:54:30,10.0,5,104,Questão 2,False,True,Aluno 36
47,105,22312,1684617042,,1684617050,1.000.000,2023-05-20 21:10:42,2023-05-20 21:10:50,10.0,7,105,Questão 3,False,True,Aluno 36
47,106,23657,1684773721,,1684773751,1.000.000,2023-05-22 16:42:01,2023-05-22 16:42:31,10.0,1,106,Questão 4,False,True,Aluno 36
47,107,23810,1684774591,,1684774652,1.000.000,2023-05-22 16:56:31,2023-05-22 16:57:32,10.0,3,107,Questão 5,False,True,Aluno 36
47,108,24184,1684777155,,1684777170,1.000.000,2023-05-22 17:39:15,2023-05-22 17:39:30,10.0,8,108,Questão 6,False,True,Aluno 36
47,110,26323,1685381860,,1685381872,1.000.000,2023-05-29 17:37:40,2023-05-29 17:37:52,10.0,12,110,Questão 8,True,False,Aluno 36
48,103,25235,1684936851,,1684936855,1.000.000,2023-05-24 14:00:51,2023-05-24 14:00:55,10.0,3,103,Questão 1,False,True,Aluno 14
48,104,25248,1684937696,,1684937709,1.000.000,2023-05-24 14:14:56,2023-05-24 14:15:09,10.0,4,104,Questão 2,False,True,Aluno 14
48,105,25759,1685310170,,1685310180,1.000.000,2023-05-28 21:42:50,2023-05-28 21:43:00,10.0,3,105,Questão 3,True,False,Aluno 14
48,106,25762,1685310381,,1685310404,1.000.000,2023-05-28 21:46:21,2023-05-28 21:46:44,10.0,2,106,Questão 4,True,False,Aluno 14
48,107,25764,1685310638,,1685310667,1.000.000,2023-05-28 21:50:38,2023-05-28 21:51:07,10.0,2,107,Questão 5,True,False,Aluno 14
48,108,25770,1685312606,,1685312612,1.000.000,2023-05-28 22:23:26,2023-05-28 22:23:32,10.0,5,108,Questão 6,True,False,Aluno 14
48,109,25773,1685313544,,1685313547,1.000.000,2023-05-28 22:39:04,2023-05-28 22:39:07,10.0,4,109,Questão 7,True,False,Aluno 14
48,110,25785,1685314976,,1685314988,1.000.000,2023-05-28 23:02:56,2023-05-28 23:03:08,10.0,11,110,Questão 8,True,False,Aluno 14
48,111,26061,1685378708,,1685378712,1.000.000,2023-05-29 16:45:08,2023-05-29 16:45:12,10.0,3,111,Questão 9,True,False,Aluno 14
49,103,22328,1684617221,,1684617225,1.000.000,2023-05-20 21:13:41,2023-05-20 21:13:45,10.0,3,103,Questão 1,False,True,Aluno 22
49,104,23506,1684763535,,1684763548,1.000.000,2023-05-22 13:52:15,2023-05-22 13:52:28,10.0,27,104,Questão 2,False,True,Aluno 22
49,105,23542,1684764774,,1684764785,1.000.000,2023-05-22 14:12:54,2023-05-22 14:13:05,10.0,4,105,Questão 3,False,True,Aluno 22
49,107,23978,1684775528,,1684775571,1.000.000,2023-05-22 17:12:08,2023-05-22 17:12:51,10.0,8,107,Questão 5,False,True,Aluno 22
49,108,24947,1684851122,,1684851125,1.000.000,2023-05-23 14:12:02,2023-05-23 14:12:05,10.0,25,108,Questão 6,False,True,Aluno 22
49,109,25414,1685020051,,1685020090,1.000.000,2023-05-25 13:07:31,2023-05-25 13:08:10,10.0,23,109,Questão 7,True,False,Aluno 22
49,110,25425,1685023072,,1685023780,1.000.000,2023-05-25 13:57:52,2023-05-25 14:09:40,10.0,11,110,Questão 8,True,False,Aluno 22
49,111,25432,1685026413,,1685026418,1.000.000,2023-05-25 14:53:33,2023-05-25 14:53:38,10.0,6,111,Questão 9,True,False,Aluno 22
50,103,23727,1684774163,,1684774169,1.000.000,2023-05-22 16:49:23,2023-05-22 16:49:29,10.0,10,103,Questão 1,False,True,Aluno 10
50,104,23921,1684775205,,1684775209,1.000.000,2023-05-22 17:06:45,2023-05-22 17:06:49,10.0,17,104,Questão 2,False,True,Aluno 10
50,105,23994,1684775655,,1684775670,1.000.000,2023-05-22 17:14:15,2023-05-22 17:14:30,10.0,9,105,Questão 3,False,True,Aluno 10
50,106,24350,1684783952,,1684783965,1.000.000,2023-05-22 19:32:32,2023-05-22 19:32:45,10.0,8,106,Questão 4,False,True,Aluno 10
50,107,25653,1685207843,,1685207872,1.000.000,2023-05-27 17:17:23,2023-05-27 17:17:52,10.0,11,107,Questão 5,True,False,Aluno 10
50,108,25893,1685365460,,1685365463,1.000.000,2023-05-29 13:04:20,2023-05-29 13:04:23,10.0,19,108,Questão 6,True,False,Aluno 10
50,109,25896,1685366011,,1685366040,1.000.000,2023-05-29 13:13:31,2023-05-29 13:14:00,10.0,3,109,Questão 7,True,False,Aluno 10
50,110,25941,1685367230,,1685367241,1.000.000,2023-05-29 13:33:50,2023-05-29 13:34:01,10.0,9,110,Questão 8,True,False,Aluno 10
50,111,25972,1685368208,,1685368212,1.000.000,2023-05-29 13:50:08,2023-05-29 13:50:12,10.0,10,111,Questão 9,True,False,Aluno 10
51,103,19582,1684168379,,1684168416,1.000.000,2023-05-15 16:32:59,2023-05-15 16:33:36,10.0,4,103,Questão 1,False,True,Aluno 26
51,104,19621,1684168654,,1684168657,1.000.000,2023-05-15 16:37:34,2023-05-15 16:37:37,10.0,3,104,Questão 2,False,True,Aluno 26
51,105,19649,1684168815,,1684168825,1.000.000,2023-05-15 16:40:15,2023-05-15 16:40:25,10.0,2,105,Questão 3,False,True,Aluno 26
51,106,19665,1684168961,,1684168970,1.000.000,2023-05-15 16:42:41,2023-05-15 16:42:50,10.0,1,106,Questão 4,False,True,Aluno 26
51,107,19683,1684169104,,1684169133,1.000.000,2023-05-15 16:45:04,2023-05-15 16:45:33,10.0,1,107,Questão 5,False,True,Aluno 26
51,108,19816,1684169653,,1684169656,1.000.000,2023-05-15 16:54:13,2023-05-15 16:54:16,10.0,5,108,Questão 6,False,True,Aluno 26
51,109,21209,1684502780,,1684502784,1.000.000,2023-05-19 13:26:20,2023-05-19 13:26:24,10.0,4,109,Questão 7,False,True,Aluno 26
51,110,21232,1684503465,,1684503478,1.000.000,2023-05-19 13:37:45,2023-05-19 13:37:58,10.0,7,110,Questão 8,False,True,Aluno 26
51,111,21241,1684503897,,1684503920,1.000.000,2023-05-19 13:44:57,2023-05-19 13:45:20,10.0,1,111,Questão 9,False,True,Aluno 26
52,103,22427,1684637557,,1684637561,0,2023-05-21 02:52:37,2023-05-21 02:52:41,0.0,4,103,Questão 1,False,True,Aluno 38
52,104,26033,1685373152,,1685373155,0,2023-05-29 15:12:32,2023-05-29 15:12:35,0.0,3,104,Questão 2,True,False,Aluno 38
52,105,26036,1685373370,,1685373373,1.000.000,2023-05-29 15:16:10,2023-05-29 15:16:13,10.0,5,105,Questão 3,True,False,Aluno 38
52,106,26038,1685373450,,1685373454,1.000.000,2023-05-29 15:17:30,2023-05-29 15:17:34,10.0,5,106,Questão 4,True,False,Aluno 38
52,107,21394,1684527501,,1684527507,1.000.000,2023-05-19 20:18:21,2023-05-19 20:18:27,10.0,2,107,Questão 5,False,True,Aluno 38
52,108,26372,1685382374,,1685382385,1.000.000,2023-05-29 17:46:14,2023-05-29 17:46:25,10.0,8,108,Questão 6,True,False,Aluno 38
52,109,22436,1684644184,,1684644188,1.000.000,2023-05-21 04:43:04,2023-05-21 04:43:08,10.0,2,109,Questão 7,False,True,Aluno 38
52,110,22505,1684680133,,1684680138,1.000.000,2023-05-21 14:42:13,2023-05-21 14:42:18,10.0,6,110,Questão 8,False,True,Aluno 38
52,111,22518,1684682338,,1685381905,0,2023-05-21 15:18:58,2023-05-29 17:38:25,0.0,1,111,Questão 9,False,True,Aluno 38
54,103,19725,1684169285,,1684169300,1.000.000,2023-05-15 16:48:05,2023-05-15 16:48:20,10.0,5,103,Questão 1,False,True,Aluno 19
54,104,19819,1684169657,,1684169665,1.000.000,2023-05-15 16:54:17,2023-05-15 16:54:25,10.0,6,104,Questão 2,False,True,Aluno 19
54,105,20931,1684448953,,1684448968,1.000.000,2023-05-18 22:29:13,2023-05-18 22:29:28,10.0,1,105,Questão 3,False,True,Aluno 19
54,106,20933,1684449145,,1684449160,1.000.000,2023-05-18 22:32:25,2023-05-18 22:32:40,10.0,2,106,Questão 4,False,True,Aluno 19
54,107,20953,1684451020,,1684451028,1.000.000,2023-05-18 23:03:40,2023-05-18 23:03:48,10.0,9,107,Questão 5,False,True,Aluno 19
54,108,20975,1684451721,,1684451725,1.000.000,2023-05-18 23:15:21,2023-05-18 23:15:25,10.0,8,108,Questão 6,False,True,Aluno 19
54,109,21010,1684453671,,1684453696,1.000.000,2023-05-18 23:47:51,2023-05-18 23:48:16,10.0,7,109,Questão 7,False,True,Aluno 19
54,110,21033,1684455531,,1684455544,1.000.000,2023-05-19 00:18:51,2023-05-19 00:19:04,10.0,1,110,Questão 8,False,True,Aluno 19
54,111,21041,1684455836,,1684455847,1.000.000,2023-05-19 00:23:56,2023-05-19 00:24:07,10.0,4,111,Questão 9,False,True,Aluno 19
56,103,21939,1684598267,,1684598271,1.000.000,2023-05-20 15:57:47,2023-05-20 15:57:51,10.0,8,103,Questão 1,False,True,Aluno 02
56,104,21965,1684601294,,1684601313,1.000.000,2023-05-20 16:48:14,2023-05-20 16:48:33,10.0,5,104,Questão 2,False,True,Aluno 02
56,105,21972,1684601551,,1684601562,1.000.000,2023-05-20 16:52:31,2023-05-20 16:52:42,10.0,1,105,Questão 3,False,True,Aluno 02
56,106,22982,1684704149,,1684704154,1.000.000,2023-05-21 21:22:29,2023-05-21 21:22:34,10.0,2,106,Questão 4,False,True,Aluno 02
56,107,22991,1684704652,,1684704656,1.000.000,2023-05-21 21:30:52,2023-05-21 21:30:56,10.0,2,107,Questão 5,False,True,Aluno 02
56,108,24092,1684776540,,1684776588,1.000.000,2023-05-22 17:29:00,2023-05-22 17:29:48,10.0,17,108,Questão 6,False,True,Aluno 02
56,109,24565,1684799978,,1684799984,1.000.000,2023-05-22 23:59:38,2023-05-22 23:59:44,10.0,8,109,Questão 7,False,True,Aluno 02
56,110,24576,1684800731,,1684800745,1.000.000,2023-05-23 00:12:11,2023-05-23 00:12:25,10.0,1,110,Questão 8,False,True,Aluno 02
56,111,24637,1684802417,,1684802423,1.000.000,2023-05-23 00:40:17,2023-05-23 00:40:23,10.0,14,111,Questão 9,False,True,Aluno 02
