USERID,VPL,ID_vpl,DATESSUBMITTED,COMMENTS,DATEGRADED,GRADE,DATA_ENVIO,DATA_AVALIACAO,NOTA,CONTAGEM,ID_alunos,NAME,ATRASO,ENTREGA_NO_PRAZO,NOME
25,105,22321,1684617119,,1684617130,1.000.000,2023-05-20 21:11:59,2023-05-20 21:12:10,10.0,7,105,Questão 3,False,True,Aluno 04
25,106,23710,1684774041,,1684774067,1.000.000,2023-05-22 16:47:21,2023-05-22 16:47:47,10.0,3,106,Questão 4,False,True,Aluno 04
25,107,23960,1684775446,,1684775548,1.000.000,2023-05-22 17:10:46,2023-05-22 17:12:28,10.0,4,107,Questão 5,False,True,Aluno 04
25,108,26284,1685381358,,1685381362,1.000.000,2023-05-29 17:29:18,2023-05-29 17:29:22,10.0,11,108,Questão 6,True,False,Aluno 04
26,103,19660,1684168895,,1684168907,1.000.000,2023-05-15 16:41:35,2023-05-15 16:41:47,10.0,4,103,Questão 1,False,True,Aluno 05
26,104,19639,1684168758,,1684168763,1.000.000,2023-05-15 16:39:18,2023-05-15 16:39:23,10.0,8,104,Questão 2,False,True,Aluno 05
26,105,19677,1684169071,,1684169090,1.000.000,2023-05-15 16:44:31,2023-05-15 16:44:50,10.0,2,105,Questão 3,False,True,Aluno 05
26,106,19712,1684169216,,1684169233,1.000.000,2023-05-15 16:46:56,2023-05-15 16:47:13,10.0,1,106,Questão 4,False,True,Aluno 05
26,107,19788,1684169542,,1684169559,1.000.000,2023-05-15 16:52:22,2023-05-15 16:52:39,10.0,3,107,Questão 5,False,True,Aluno 05
26,108,21277,1684505869,,1684505910,1.000.000,2023-05-19 14:17:49,2023-05-19 14:18:30,10.0,8,108,Questão 6,False,True,Aluno 05
26,109,21288,1684506360,,1684506388,1.000.000,2023-05-19 14:26:00,2023-05-19 14:26:28,10.0,6,109,Questão 7,False,True,Aluno 05
26,110,21294,1684506655,,1684506668,1.000.000,2023-05-19 14:30:55,2023-05-19 14:31:08,10.0,3,110,Questão 8,False,True,Aluno 05
26,111,21772,1684545576,,1684545580,1.000.000,2023-05-20 01:19:36,2023-05-20 01:19:40,10.0,4,111,Questão 9,False,True,Aluno 05
27,103,20020,1684171637,,1684171654,1.000.000,2023-05-15 17:27:17,2023-05-15 17:27:34,10.0,14,103,Questão 1,False,True,Aluno 28
27,104,20011,1684171498,,1684171520,1.000.000,2023-05-15 17:24:58,2023-05-15 17:25:20,10.0,8,104,Questão 2,False,True,Aluno 28
27,105,20055,1684172233,,1684172236,1.000.000,2023-05-15 17:37:13,2023-05-15 17:37:16,10.0,4,105,Questão 3,False,True,Aluno 28
27,106,20070,1684172534,,1684172544,0,2023-05-15 17:42:14,2023-05-15 17:42:24,0.0,2,106,Questão 4,False,True,Aluno 28
27,107,21346,1684526932,,1684526936,1.000.000,2023-05-19 20:08:52,2023-05-19 20:08:56,10.0,34,107,Questão 5,False,True,Aluno 28
27,108,21367,1684527234,,1684527242,500.000,2023-05-19 20:13:54,2023-05-19 20:14:02,5.0,11,108,Questão 6,False,True,Aluno 28
27,109,21660,1684530548,,1684530552,1.000.000,2023-05-19 21:09:08,2023-05-19 21:09:12,10.0,15,109,Questão 7,False,True,Aluno 28
27,110,22078,1684614211,,1684614229,0,2023-05-20 20:23:31,2023-05-20 20:23:49,0.0,4,110,Questão 8,False,True,Aluno 28
27,111,22330,1684617231,,1684617235,1.000.000,2023-05-20 21:13:51,2023-05-20 21:13:55,10.0,10,111,Questão 9,False,True,Aluno 28
28,103,20126,1684282856,,1684282871,1.000.000,2023-05-17 00:20:56,2023-05-17 00:21:11,10.0,35,103,Questão 1,False,True,Aluno 39
28,104,20176,1684286877,,1684286893,0,2023-05-17 01:27:57,2023-05-17 01:28:13,0.0,26,104,Questão 2,False,True,Aluno 39
28,105,20182,1684287808,,1684287819,1.000.000,2023-05-17 01:43:28,2023-05-17 01:43:39,10.0,3,105,Questão 3,False,True,Aluno 39
28,106,20920,1684438835,,1684438849,1.000.000,2023-05-18 19:40:35,2023-05-18 19:40:49,10.0,6,106,Questão 4,False,True,Aluno 39
28,107,21514,1684528958,,1684528962,1.000.000,2023-05-19 20:42:38,2023-05-19 20:42:42,10.0,6,107,Questão 5,False,True,Aluno 39
28,108,23528,1684764332,,1684764337,1.000.000,2023-05-22 14:05:32,2023-05-22 14:05:37,10.0,23,108,Questão 6,False,True,Aluno 39
28,109,24231,1684777535,,1684777539,1.000.000,2023-05-22 17:45:35,2023-05-22 17:45:39,10.0,45,109,Questão 7,False,True,Aluno 39
28,110,27369,1686793371,,1686793377,1.000.000,2023-06-15 01:42:51,2023-06-15 01:42:57,10.0,68,110,Questão 8,True,False,Aluno 39
28,111,24496,1684790982,,1684791003,1.000.000,2023-05-22 21:29:42,2023-05-22 21:30:03,10.0,10,111,Questão 9,False,True,Aluno 39
29,103,20363,1684332007,,1684332017,1.000.000,2023-05-17 14:00:07,2023-05-17 14:00:17,10.0,25,103,Questão 1,False,True,Aluno 33
29,104,20390,1684332831,,1684332841,1.000.000,2023-05-17 14:13:51,2023-05-17 14:14:01,10.0,10,104,Questão 2,False,True,Aluno 33
29,105,20403,1684334003,,1684334013,0,2023-05-17 14:33:23,2023-05-17 14:33:33,0.0,5,105,Questão 3,False,True,Aluno 33
29,106,20407,1684334166,,1684334170,1.000.000,2023-05-17 14:36:06,2023-05-17 14:36:10,10.0,2,106,Questão 4,False,True,Aluno 33
29,107,20413,1684334805,,1684334814,1.000.000,2023-05-17 14:46:45,2023-05-17 14:46:54,10.0,5,107,Questão 5,False,True,Aluno 33
29,108,20912,1684438652,,1684438656,1.000.000,2023-05-18 19:37:32,2023-05-18 19:37:36,10.0,5,108,Questão 6,False,True,Aluno 33
29,109,20922,1684438930,,1684438934,1.000.000,2023-05-18 19:42:10,2023-05-18 19:42:14,10.0,6,109,Questão 7,False,True,Aluno 33
29,110,21414,1684527622,,1684527626,1.000.000,2023-05-19 20:20:22,2023-05-19 20:20:26,10.0,13,110,Questão 8,False,True,Aluno 33
29,111,21521,1684529054,,1684529071,1.000.000,2023-05-19 20:44:14,2023-05-19 20:44:31,10.0,5,111,Questão 9,False,True,Aluno 33
30,103,21739,1684539257,,1684539264,1.000.000,2023-05-19 23:34:17,2023-05-19 23:34:24,10.0,18,103,Questão 1,False,True,Aluno 20
30,104,21746,1684540246,,1684540267,1.000.000,2023-05-19 23:50:46,2023-05-19 23:51:07,10.0,7,104,Questão 2,False,True,Aluno 20
30,105,21750,1684540939,,1684540956,1.000.000,2023-05-20 00:02:19,2023-05-20 00:02:36,10.0,3,105,Questão 3,False,True,Aluno 20
30,106,22038,1684613569,,1684613732,0,2023-05-20 20:12:49,2023-05-20 20:15:32,0.0,3,106,Questão 4,False,True,Aluno 20
30,107,22090,1684614300,,1684614305,0,2023-05-20 20:25:00,2023-05-20 20:25:05,0.0,8,107,Questão 5,False,True,Aluno 20
30,108,26266,1685381222,,1685381284,1.000.000,2023-05-29 17:27:02,2023-05-29 17:28:04,10.0,15,108,Questão 6,True,False,Aluno 20
30,109,22408,1684626450,,1684626489,1.000.000,2023-05-20 23:47:30,2023-05-20 23:48:09,10.0,8,109,Questão 7,False,True,Aluno 20
30,110,22420,1684627571,,1684627596,1.000.000,2023-05-21 00:06:11,2023-05-21 00:06:36,10.0,11,110,Questão 8,False,True,Aluno 20
30,111,22446,1684673806,,1684673839,500.000,2023-05-21 12:56:46,2023-05-21 12:57:19,5.0,8,111,Questão 9,False,True,Aluno 20
34,103,20994,1684452956,,1684452965,1.000.000,2023-05-18 23:35:56,2023-05-18 23:36:05,10.0,5,103,Questão 1,False,True,Aluno 13
34,104,20136,1684283090,,1684283101,0,2023-05-17 00:24:50,2023-05-17 00:25:01,0.0,3,104,Questão 2,False,True,Aluno 13
34,105,20144,1684283579,,1684283590,1.000.000,2023-05-17 00:32:59,2023-05-17 00:33:10,10.0,4,105,Questão 3,False,True,Aluno 13
34,106,20852,1684437131,,1684437625,1.000.000,2023-05-18 19:12:11,2023-05-18 19:20:25,10.0,7,106,Questão 4,False,True,Aluno 13
34,107,20988,1684452732,,1684452745,1.000.000,2023-05-18 23:32:12,2023-05-18 23:32:25,10.0,20,107,Questão 5,False,True,Aluno 13
34,108,21441,1684527888,,1684527945,1.000.000,2023-05-19 20:24:48,2023-05-19 20:25:45,10.0,20,108,Questão 6,False,True,Aluno 13
34,109,21849,1684581165,,1684581372,1.000.000,2023-05-20 11:12:45,2023-05-20 11:16:12,10.0,49,109,Questão 7,False,True,Aluno 13
34,110,21870,1684582816,,1684582828,1.000.000,2023-05-20 11:40:16,2023-05-20 11:40:28,10.0,15,110,Questão 8,False,True,Aluno 13
34,111,21885,1684583837,,1684583841,1.000.000,2023-05-20 11:57:17,2023-05-20 11:57:21,10.0,12,111,Questão 9,False,True,Aluno 13
35,103,21156,1684499252,,1684499255,1.000.000,2023-05-19 12:27:32,2023-05-19 12:27:35,10.0,5,103,Questão 1,False,True,Aluno 11
35,104,21159,1684499639,,1684499642,1.000.000,2023-05-19 12:33:59,2023-05-19 12:34:02,10.0,2,104,Questão 2,False,True,Aluno 11
35,105,21160,1684499769,,1684499778,1.000.000,2023-05-19 12:36:09,2023-05-19 12:36:18,10.0,1,105,Questão 3,False,True,Aluno 11
35,106,21164,1684499961,,1684499966,1.000.000,2023-05-19 12:39:21,2023-05-19 12:39:26,10.0,3,106,Questão 4,False,True,Aluno 11
35,107,21171,1684500217,,1684500221,1.000.000,2023-05-19 12:43:37,2023-05-19 12:43:41,10.0,2,107,Questão 5,False,True,Aluno 11
35,108,21201,1684502621,,1684502627,1.000.000,2023-05-19 13:23:41,2023-05-19 13:23:47,10.0,6,108,Questão 6,False,True,Aluno 11
35,109,21211,1684502859,,1684502869,1.000.000,2023-05-19 13:27:39,2023-05-19 13:27:49,10.0,2,109,Questão 7,False,True,Aluno 11
35,110,21217,1684503097,,1684503101,1.000.000,2023-05-19 13:31:37,2023-05-19 13:31:41,10.0,2,110,Questão 8,False,True,Aluno 11
35,111,21228,1684503356,,1684503359,1.000.000,2023-05-19 13:35:56,2023-05-19 13:35:59,10.0,1,111,Questão 9,False,True,Aluno 11
36,103,19865,1684169986,,1684169989,1.000.000,2023-05-15 16:59:46,2023-05-15 16:59:49,10.0,7,103,Questão 1,False,True,Aluno 12
36,104,19813,1684169637,,1684169641,1.000.000,2023-05-15 16:53:57,2023-05-15 16:54:01,10.0,7,104,Questão 2,False,True,Aluno 12
36,105,19853,1684169903,,1684169906,1.000.000,2023-05-15 16:58:23,2023-05-15 16:58:26,10.0,2,105,Questão 3,False,True,Aluno 12
36,106,19976,1684170975,,1684171024,1.000.000,2023-05-15 17:16:15,2023-05-15 17:17:04,10.0,8,106,Questão 4,False,True,Aluno 12
36,107,20227,1684327530,,1684327534,0,2023-05-17 12:45:30,2023-05-17 12:45:34,0.0,8,107,Questão 5,False,True,Aluno 12
36,108,20311,1684329948,,1684329952,1.000.000,2023-05-17 13:25:48,2023-05-17 13:25:52,10.0,18,108,Questão 6,False,True,Aluno 12
36,109,21192,1684502140,,1684502144,1.000.000,2023-05-19 13:15:40,2023-05-19 13:15:44,10.0,17,109,Questão 7,False,True,Aluno 12
36,110,21199,1684502465,,1684502477,1.000.000,2023-05-19 13:21:05,2023-05-19 13:21:17,10.0,4,110,Questão 8,False,True,Aluno 12
36,111,21222,1684503150,,1684503163,1.000.000,2023-05-19 13:32:30,2023-05-19 13:32:43,10.0,5,111,Questão 9,False,True,Aluno 12
37,103,20873,1684437574,,1684437585,1.000.000,2023-05-18 19:19:34,2023-05-18 19:19:45,10.0,18,103,Questão 1,False,True,Aluno 35
37,104,24754,1684808719,,1684808729,1.000.000,2023-05-23 02:25:19,2023-05-23 02:25:29,10.0,27,104,Questão 2,False,True,Aluno 35
37,105,21326,1684525760,,1684525773,1.000.000,2023-05-19 19:49:20,2023-05-19 19:49:33,10.0,8,105,Questão 3,False,True,Aluno 35
37,106,21333,1684526029,,1684526033,1.000.000,2023-05-19 19:53:49,2023-05-19 19:53:53,10.0,3,106,Questão 4,False,True,Aluno 35
37,107,23297,1684719884,,1684719899,1.000.000,2023-05-22 01:44:44,2023-05-22 01:44:59,10.0,19,107,Questão 5,False,True,Aluno 35
37,108,23333,1684723134,,1684723144,1.000.000,2023-05-22 02:38:54,2023-05-22 02:39:04,10.0,26,108,Questão 6,False,True,Aluno 35
37,109,24660,1684802859,,1684802906,1.000.000,2023-05-23 00:47:39,2023-05-23 00:48:26,10.0,10,109,Questão 7,False,True,Aluno 35
37,110,24749,1684808325,,1684808453,1.000.000,2023-05-23 02:18:45,2023-05-23 02:20:53,10.0,21,110,Questão 8,False,True,Aluno 35
37,111,24769,1684810001,,1684810006,1.000.000,2023-05-23 02:46:41,2023-05-23 02:46:46,10.0,11,111,Questão 9,False,True,Aluno 35
38,103,22845,1684698994,,1684699003,0,2023-05-21 19:56:34,2023-05-21 19:56:43,0.0,51,103,Questão 1,False,True,Aluno 18
38,104,27169,1686354480,,1686354501,0,2023-06-09 23:48:00,2023-06-09 23:48:21,0.0,33,104,Questão 2,True,False,Aluno 18
38,105,22965,1684703290,,1684703301,1.000.000,2023-05-21 21:08:10,2023-05-21 21:08:21,10.0,26,105,Questão 3,False,True,Aluno 18
38,106,23172,1684713468,,1684713499,1.000.000,2023-05-21 23:57:48,2023-05-21 23:58:19,10.0,16,106,Questão 4,False,True,Aluno 18
38,107,23029,1684705600,,1684705663,0,2023-05-21 21:46:40,2023-05-21 21:47:43,0.0,14,107,Questão 5,False,True,Aluno 18
38,108,23338,1684723678,,1684723698,500.000,2023-05-22 02:47:58,2023-05-22 02:48:18,5.0,4,108,Questão 6,False,True,Aluno 18
38,109,23341,1684724154,,1684724176,1.000.000,2023-05-22 02:55:54,2023-05-22 02:56:16,10.0,5,109,Questão 7,False,True,Aluno 18
38,110,23346,1684724538,,1684724558,1.000.000,2023-05-22 03:02:18,2023-05-22 03:02:38,10.0,1,110,Questão 8,False,True,Aluno 18
38,111,27252,1686424563,,1686424578,1.000.000,2023-06-10 19:16:03,2023-06-10 19:16:18,10.0,6,111,Questão 9,True,False,Aluno 18
40,103,22204,1684615455,,1684615466,1.000.000,2023-05-20 20:44:15,2023-05-20 20:44:26,10.0,11,103,Questão 1,False,True,Aluno 09
40,104,22367,1684617768,,1684617793,1.000.000,2023-05-20 21:22:48,2023-05-20 21:23:13,10.0,20,104,Questão 2,False,True,Aluno 09
40,105,22552,1684686133,,1684686158,1.000.000,2023-05-21 16:22:13,2023-05-21 16:22:38,10.0,6,105,Questão 3,False,True,Aluno 09
40,106,22574,1684687155,,1684687190,1.000.000,2023-05-21 16:39:15,2023-05-21 16:39:50,10.0,6,106,Questão 4,False,True,Aluno 09
40,107,24081,1684776480,,1684776524,1.000.000,2023-05-22 17:28:00,2023-05-22 17:28:44,10.0,62,107,Questão 5,False,True,Aluno 09
40,108,24330,1684778632,,1684778650,1.000.000,2023-05-22 18:03:52,2023-05-22 18:04:10,10.0,40,108,Questão 6,False,True,Aluno 09
40,109,24381,1684786750,,1684786782,1.000.000,2023-05-22 20:19:10,2023-05-22 20:19:42,10.0,24,109,Questão 7,False,True,Aluno 09
40,110,24403,1684787435,,1684787454,1.000.000,2023-05-22 20:30:35,2023-05-22 20:30:54,10.0,5,110,Questão 8,False,True,Aluno 09
40,111,24788,1684810962,,1684810968,1.000.000,2023-05-23 03:02:42,2023-05-23 03:02:48,10.0,20,111,Questão 9,False,True,Aluno 09
41,103,20088,1684195732,,1684195738,1.000.000,2023-05-16 00:08:52,2023-05-16 00:08:58,10.0,7,103,Questão 1,False,True,Aluno 03
41,104,20101,1684196551,,1684196555,1.000.000,2023-05-16 00:22:31,2023-05-16 00:22:35,10.0,7,104,Questão 2,False,True,Aluno 03
41,105,20184,1684323748,,1684323762,1.000.000,2023-05-17 11:42:28,2023-05-17 11:42:42,10.0,2,105,Questão 3,False,True,Aluno 03
41,106,20186,1684323930,,1684323947,1.000.000,2023-05-17 11:45:30,2023-05-17 11:45:47,10.0,2,106,Questão 4,False,True,Aluno 03
41,107,20188,1684324497,,1684775216,1.000.000,2023-05-17 11:54:57,2023-05-22 17:06:56,10.0,3,107,Questão 5,False,True,Aluno 03
41,108,20215,1684326462,,1684326472,1.000.000,2023-05-17 12:27:42,2023-05-17 12:27:52,10.0,8,108,Questão 6,False,True,Aluno 03
41,109,20241,1684328349,,1684328353,1.000.000,2023-05-17 12:59:09,2023-05-17 12:59:13,10.0,6,109,Questão 7,False,True,Aluno 03
41,110,20282,1684329190,,1684329224,1.000.000,2023-05-17 13:13:10,2023-05-17 13:13:44,10.0,5,110,Questão 8,False,True,Aluno 03
41,111,20325,1684330661,,1684330681,1.000.000,2023-05-17 13:37:41,2023-05-17 13:38:01,10.0,4,111,Questão 9,False,True,Aluno 03
42,103,22277,1684616478,,1684616501,1.000.000,2023-05-20 21:01:18,2023-05-20 21:01:41,10.0,8,103,Questão 1,False,True,Aluno 37
42,104,22383,1684618000,,1684618011,1.000.000,2023-05-20 21:26:40,2023-05-20 21:26:51,10.0,15,104,Questão 2,False,True,Aluno 37
42,105,23458,1684762606,,1684762616,1.000.000,2023-05-22 13:36:46,2023-05-22 13:36:56,10.0,6,105,Questão 3,False,True,Aluno 37
42,106,23495,1684763205,,1684763215,1.000.000,2023-05-22 13:46:45,2023-05-22 13:46:55,10.0,4,106,Questão 4,False,True,Aluno 37
42,107,23695,1684773950,,1684773981,1.000.000,2023-05-22 16:45:50,2023-05-22 16:46:21,10.0,2,107,Questão 5,False,True,Aluno 37
42,108,24131,1684776808,,1684776851,1.000.000,2023-05-22 17:33:28,2023-05-22 17:34:11,10.0,11,108,Questão 6,False,True,Aluno 37
42,109,24339,1684779239,,1684779244,1.000.000,2023-05-22 18:13:59,2023-05-22 18:14:04,10.0,8,109,Questão 7,False,True,Aluno 37
42,110,24604,1684801586,,1684801607,1.000.000,2023-05-23 00:26:26,2023-05-23 00:26:47,10.0,3,110,Questão 8,False,True,Aluno 37
42,111,24680,1684803951,,1684803962,1.000.000,2023-05-23 01:05:51,2023-05-23 01:06:02,10.0,14,111,Questão 9,False,True,Aluno 37
43,103,20457,1684357433,,1684357447,1.000.000,2023-05-17 21:03:53,2023-05-17 21:04:07,10.0,5,103,Questão 1,False,True,Aluno 07
43,104,20468,1684358423,,1684358441,1.000.000,2023-05-17 21:20:23,2023-05-17 21:20:41,10.0,10,104,Questão 2,False,True,Aluno 07
43,105,20471,1684358985,,1684359010,1.000.000,2023-05-17 21:29:45,2023-05-17 21:30:10,10.0,2,105,Questão 3,False,True,Aluno 07
43,106,20473,1684359644,,1684359659,1.000.000,2023-05-17 21:40:44,2023-05-17 21:40:59,10.0,2,106,Questão 4,False,True,Aluno 07
43,107,20479,1684360086,,1684360164,1.000.000,2023-05-17 21:48:06,2023-05-17 21:49:24,10.0,4,107,Questão 5,False,True,Aluno 07
43,108,20493,1684366314,,1684366319,1.000.000,2023-05-17 23:31:54,2023-05-17 23:31:59,10.0,8,108,Questão 6,False,True,Aluno 07
43,109,20527,1684369861,,1684369992,1.000.000,2023-05-18 00:31:01,2023-05-18 00:33:12,10.0,23,109,Questão 7,False,True,Aluno 07
43,110,20573,1684372026,,1684372045,1.000.000,2023-05-18 01:07:06,2023-05-18 01:07:25,10.0,21,110,Questão 8,False,True,Aluno 07
43,111,20583,1684372608,,1684372626,1.000.000,2023-05-18 01:16:48,2023-05-18 01:17:06,10.0,3,111,Questão 9,False,True,Aluno 07
44,103,22052,1684613777,,1684613780,1.000.000,2023-05-20 20:16:17,2023-05-20 20:16:20,10.0,6,103,Questão 1,False,True,Aluno 24
44,104,22089,1684614298,,1684614317,1.000.000,2023-05-20 20:24:58,2023-05-20 20:25:17,10.0,3,104,Questão 2,False,True,Aluno 24
44,105,22112,1684614506,,1684614531,1.000.000,2023-05-20 20:28:26,2023-05-20 20:28:51,10.0,2,105,Questão 3,False,True,Aluno 24
44,106,22627,1684689569,,1684689591,1.000.000,2023-05-21 17:19:29,2023-05-21 17:19:51,10.0,2,106,Questão 4,False,True,Aluno 24
44,107,22669,1684691290,,1684691296,1.000.000,2023-05-21 17:48:10,2023-05-21 17:48:16,10.0,19,107,Questão 5,False,True,Aluno 24
44,108,22691,1684693578,,1684693699,1.000.000,2023-05-21 18:26:18,2023-05-21 18:28:19,10.0,4,108,Questão 6,False,True,Aluno 24
44,109,22715,1684694321,,1684694375,1.000.000,2023-05-21 18:38:41,2023-05-21 18:39:35,10.0,2,109,Questão 7,False,True,Aluno 24
